date, pm25, pm10, o3, no2, so2, co
2018/12/11, 102, 27, 9, 16, 2, 9
2018/12/12, 123, 52, 13, 17, 5, 10
2018/12/13, 152, 26, 10, 16, 2, 8
2018/12/14, 113, 20, 13, 10, 2, 7
2018/12/15, 93, 34, 13, 18, 3, 10
2018/12/16, 130, 76, 2, 26, 7, 19
2018/12/17, 203, 66, 2, 26, 10, 16
2018/12/18, 185, 49, 13, 25, 4, 11
2018/12/19, 159, 58, 4, 27, 7, 15
2018/12/20, 176, 44, 11, 34, 5, 17
2018/12/21, 147, 9, 17, 13, 3, 7
2018/12/22, 54, 17, 13, 13, 3, 7
2018/12/23, 97, 9, 17, 10, 2, 5
2018/12/24, 61, 11, 20, 8, 2, 5
2018/12/25, 92, , 16, 7, 3, 5
2018/12/26, 97, 18, 12, 11, 3, 7
2018/12/27, 90, 21, 11, 14, 4, 7
2018/12/28, 99, 17, 13, 13, 3, 7
2018/12/29, 90, 15, 13, 11, 4, 7
2018/12/30, 87, , , , , 
2018/7/1, 24, 14, 31, 9, 1, 4
2018/7/2, 37, 25, 43, 17, , 5
2018/7/3, 49, 31, 63, 24, 1, 6
2018/7/4, 51, 34, 72, 27, 1, 6
2018/7/5, 58, 31, 54, 21, 1, 6
2018/7/6, 87, 25, 43, 15, 1, 4
2018/7/7, 62, 23, 42, 12, 1, 4
2018/7/8, 53, 33, 42, 20, 1, 6
2018/7/9, 71, 29, 51, 20, , 5
2018/7/10, 72, 28, 28, 15, 1, 7
2018/7/11, 107, 20, 39, 12, 1, 5
2018/7/12, 71, 13, 42, 11, , 5
2018/7/13, 57, 19, 35, 11, , 4
2018/7/14, 64, 18, 35, 10, 1, 4
2018/7/15, 62, 21, 28, 15, 1, 6
2018/7/16, 78, 9, 21, 11, , 5
2018/7/17, 80, 10, 20, 10, , 5
2018/7/18, 54, 17, 16, 8, , 5
2018/7/19, 85, 27, 28, 11, , 6
2018/7/20, 99, 32, 60, 25, 1, 6
2018/7/21, 92, 33, 64, 17, , 6
2018/7/22, 99, 29, 43, 16, 1, 5
2018/7/23, 75, 32, 54, 19, , 5
2018/7/24, 69, 29, 41, 15, , 6
2018/7/25, 73, 25, 33, 16, , 6
2018/7/26, 62, 30, 40, 15, 2, 6
2018/7/27, 64, 25, 48, 15, , 6
2018/7/28, 162, 22, 45, 11, , 6
2018/7/29, 297, 26, 30, 16, , 7
2018/7/30, 58, 31, 38, 16, 1, 7
2018/7/31, 71, 28, 45, 15, , 6
2018/8/1, 74, 33, 46, 15, 1, 7
2018/8/2, 75, 34, 55, 30, 1, 7
2018/8/3, 73, 31, 55, 22, , 5
2018/8/4, 74, 31, 50, 15, 1, 5
2018/8/5, 74, 15, 41, 19, 1, 6
2018/8/6, 51, 19, 45, 22, , 5
2018/8/7, 49, 35, 48, 24, 1, 8
2018/8/8, 69, 35, 57, 20, , 7
2018/8/9, 69, 18, 44, 20, 1, 7
2018/8/10, 71, 14, 22, 16, 1, 5
2018/8/11, 60, 20, 46, 17, 2, 5
2018/8/12, 57, 36, 39, 27, 1, 7
2018/8/13, 58, 33, 38, 24, 1, 7
2018/8/14, 77, 13, 32, 12, 1, 4
2018/8/15, 49, 22, 39, 20, 1, 6
2018/8/16, 62, 30, 46, 23, 1, 7
2018/8/17, 83, 34, 50, 23, 1, 7
2018/8/18, 91, 33, 51, 22, 2, 7
2018/8/19, 87, 29, 49, 24, 1, 7
2018/8/20, 73, 25, 28, 17, 1, 6
2018/8/21, 59, 28, 46, 21, 1, 5
2018/8/22, 55, 38, 51, 27, , 7
2018/8/23, 73, 34, 40, 26, 1, 8
2018/8/24, 91, 21, 14, 14, 1, 7
2018/8/25, 88, 11, 22, 12, 1, 6
2018/8/26, 50, 22, 28, 19, 2, 6
2018/8/27, 67, 24, 25, 18, 2, 6
2018/8/28, 73, 34, 42, 21, 1, 5
2018/8/29, 79, 35, 38, 24, 1, 7
2018/8/30, 80, 29, 30, 20, 1, 7
2018/8/31, 88, 32, 46, 14, 1, 6
2018/9/1, 94, 34, 43, 15, 1, 6
2018/9/2, 97, 36, 45, 20, 1, 7
2018/9/3, 85, 24, 26, 19, 1, 7
2018/9/4, 81, 29, 32, 16, 2, 7
2018/9/5, 85, 31, 25, 18, 2, 7
2018/9/6, 90, 37, 46, 26, 2, 8
2018/9/7, 83, 30, , 16, 2, 6
2018/9/8, 104, 22, , 15, , 5
2018/9/9, 73, 31, 42, 23, 2, 7
2018/9/10, 79, 35, 32, 24, 2, 7
2018/9/11, 84, 32, 46, 30, , 8
2018/9/12, 69, 45, 63, 35, 2, 8
2018/9/13, 88, 39, 9, 19, 1, 8
2018/9/14, 115, 16, 23, 14, 1, 6
2018/9/15, 61, 26, 35, 15, 2, 5
2018/9/16, 78, 32, 34, 23, 1, 7
2018/9/17, 77, 38, 44, 26, 1, 7
2018/9/18, 85, 38, 41, 27, 1, 7
2018/9/19, 89, 45, 49, 32, 1, 15
2018/9/20, 110, 48, 43, 34, 1, 21
2018/9/21, 110, 19, 23, 15, , 5
2018/9/22, 60, 13, 29, 12, , 4
2018/9/23, 41, 9, 27, 10, 1, 4
2018/9/24, 25, 17, 23, 14, 1, 4
2018/9/25, 51, 23, 27, 15, 1, 6
2018/9/26, 82, 26, 22, 17, 1, 6
2018/9/27, 66, 29, 28, 18, 1, 14
2018/9/28, 88, 22, 26, 14, , 5
2018/9/29, 60, 32, , 18, , 7
2018/9/30, 103, 41, 18, 21, 3, 8
2018/5/15, 66, 31, 11, 19, 2, 5
2018/5/16, 70, 28, 19, 16, , 4
2018/5/17, 51, 14, 25, 13, , 4
2018/5/18, 85, 36, 35, 12, 1, 4
2018/5/19, 60, 32, 42, 15, 1, 4
2018/5/20, 42, 29, 40, 14, , 4
2018/5/21, 46, 35, 43, 18, 1, 5
2018/5/22, 63, 37, 47, 24, 1, 5
2018/5/23, 68, 36, 53, 21, 1, 4
2018/5/24, 54, 25, 49, 16, 1, 4
2018/5/25, 63, 32, 52, 21, 3, 4
2018/5/28, 49, 40, 43, 18, 1, 5
2018/5/29, 62, 38, 50, 23, 2, 6
2018/5/30, 71, 40, 59, 25, 1, 4
2018/5/31, 83, 35, 53, 17, 1, 4
2018/6/1, 74, 34, 45, 21, 1, 4
2018/6/2, 89, 31, 47, 12, 1, 4
2018/6/3, 82, 23, 61, 11, 1, 5
2018/6/4, 97, 33, 46, 15, 1, 5
2018/6/5, 100, 37, 41, 19, 1, 2
2018/6/6, 44, 29, 51, 14, 1, 4
2018/6/7, 50, 37, 57, 21, 1, 5
2018/6/8, 65, 40, 57, 26, , 4
2018/6/9, 76, 32, 59, 19, , 4
2018/6/10, 76, 28, 56, 14, , 4
2018/6/11, 83, 30, 34, 17, , 6
2018/6/12, 100, 33, 31, 18, , 6
2018/6/13, 83, 33, 30, 15, , 6
2018/6/14, 75, 29, 39, 16, , 5
2018/6/15, 57, 24, 46, 15, , 5
2018/6/16, 60, 26, 45, 17, , 5
2018/6/17, 59, 23, 34, 15, , 6
2018/6/18, 73, 30, 63, 19, , 6
2018/6/19, 79, 32, 61, 21, 1, 6
2018/6/20, 72, 34, 45, 22, , 6
2018/6/21, 70, 35, 28, 18, , 5
2018/6/22, 39, 22, 22, 12, , 4
2018/6/23, 51, 21, 25, 10, , 4
2018/6/24, 43, 10, 30, 8, , 5
2018/6/25, 53, 19, 28, 13, , 5
2018/6/26, 48, 20, 30, 15, , 6
2018/6/27, 60, 22, 27, 14, , 7
2018/6/28, 80, 19, 40, 11, , 7
2018/6/29, 76, 33, 31, 20, , 4
2018/6/30, 28, 16, 24, 10, , 4
2020/2/10, , 9, , 10, , 
2020/2/11, , 11, , 9, , 
2020/2/12, , 29, , 19, , 
2020/2/13, , 19, , 19, , 
2020/2/14, , 34, , 19, , 
2020/2/15, , 54, , 28, , 
2020/2/16, , 49, , 32, , 
2020/2/17, , 17, , 14, , 
2020/2/18, , 20, , 17, , 
2020/2/19, , 26, , 19, , 
2020/2/20, , 25, , 21, , 
2020/2/21, , 27, , 17, , 
2020/2/22, , 9, , 12, , 
2020/2/23, , 5, 20, 16, 2, 8
2020/1/1, , 22, 7, 10, 5, 15
2020/1/4, , 10, 26, 8, 1, 4
2018/12/31, , 19, 20, 10, 2, 6
2018/4/1, , 24, , 8, , 
2018/4/2, , 28, , 13, , 
2018/4/3, , 66, , 25, , 
2018/4/4, , 78, , 31, , 
2018/4/5, , 54, , 20, , 
2018/4/6, , 35, , 16, , 
2018/4/7, , 51, , 18, , 
2018/4/8, , 45, , 16, , 
2018/4/9, , 47, , 23, , 
2018/4/10, , 54, , 26, , 
2018/4/11, , 57, , 28, , 
2018/4/12, , 61, , 23, , 
2018/4/13, , 59, , 23, , 
2018/4/14, , 37, , 19, , 
2018/4/15, , 34, , 18, , 
2018/4/16, , 51, , 21, , 
2018/4/17, , 36, , 15, , 
2018/4/18, , 37, , 18, , 
2018/4/19, , 38, , 18, , 
2018/4/20, , 38, , 24, , 
2018/4/21, , 38, , 18, , 
2018/4/22, , 24, , 14, , 
2018/4/23, , 51, , 23, , 
2018/4/24, , 43, , 19, , 
2018/4/25, , 42, , 18, , 
2018/4/26, , 30, , 17, , 
2018/4/27, , 33, , 18, , 
2018/4/28, , 40, , 23, , 
2018/4/29, , 51, , 20, , 
2018/4/30, , 52, , 23, , 
2018/5/1, , 32, , 14, , 
2018/5/2, , 45, , 19, , 
2018/5/3, , 39, , 14, , 
2018/5/4, , 30, , 11, , 
2018/5/5, , 22, , 7, , 
2018/5/6, , 19, , 8, , 
2018/5/7, , 33, , 17, , 
2018/5/8, , 38, , 20, , 
2018/5/9, , 40, , 20, , 
2018/5/10, , 43, , 18, , 
2018/5/11, , 38, , 23, , 
2018/5/12, , 33, , 17, , 
2018/5/13, , 27, , 13, , 
2018/5/14, , 28, 27, 17, , 5
2018/5/26, , 26, 50, 17, 1, 4
2018/5/27, , 28, 53, 14, 1, 4
2018/1/1, , 48, , 18, , 
2018/1/2, , 54, , 17, , 
2018/1/3, , 24, , 18, , 
2018/1/4, , 27, , 23, , 
2018/1/5, , 32, , 21, , 
2018/1/6, , 57, , 8, , 
2018/1/7, , 36, , 11, , 
2018/1/8, , 27, , 16, , 
2018/1/9, , 40, , 16, , 
2018/1/10, , 47, , 10, , 
2018/1/11, , 47, , 8, , 
2018/1/12, , 35, , 7, , 
2018/1/13, , 27, , 8, , 
2018/1/14, , 32, , 16, , 
2018/1/15, , 52, , 21, , 
2018/1/16, , 44, , 14, , 
2018/1/17, , 23, , 17, , 
2018/1/18, , 20, , 14, , 
2018/1/19, , 26, , 21, , 
2018/1/20, , 56, , 14, , 
2018/1/21, , 52, , 17, , 
2018/1/22, , 52, , 22, , 
2018/1/23, , 61, , 31, , 
2018/1/24, , 73, , 38, , 
2018/1/25, , 87, , 34, , 
2018/1/26, , 111, , 19, , 
2018/1/27, , 94, , 10, , 
2018/1/28, , 41, , 8, , 
2018/1/29, , 17, , 8, , 
2018/1/30, , 18, , 22, , 
2018/1/31, , 50, , 28, , 
2018/2/1, , 60, , 22, , 
2018/2/2, , 37, , 20, , 
2018/2/3, , 74, , 14, , 
2018/2/4, , 52, , 11, , 
2018/2/5, , 26, , 20, , 
2018/2/6, , 61, , 19, , 
2018/2/7, , 64, , 17, , 
2018/2/8, , 60, , 18, , 
2018/2/9, , 72, , 14, , 
2018/2/10, , 64, , 13, , 
2018/2/11, , 57, , 22, , 
2018/2/12, , 66, , 19, , 
2018/2/13, , 71, , 13, , 
2018/2/14, , 36, , 17, , 
2018/2/15, , 44, , 21, , 
2018/2/16, , 63, , 21, , 
2018/2/17, , 64, , 15, , 
2018/2/18, , 48, , 17, , 
2018/2/19, , 38, , 15, , 
2018/2/20, , 58, , 17, , 
2018/2/21, , 51, , 10, , 
2018/2/22, , 38, , 12, , 
2018/2/23, , 39, , 11, , 
2018/2/24, , 37, , 9, , 
2018/2/25, , 30, , 10, , 
2018/2/26, , 45, , 9, , 
2018/2/27, , 34, , 11, , 
2018/2/28, , 31, , 21, , 
2018/3/1, , 73, , 16, , 
2018/3/2, , 76, , 20, , 
2018/3/3, , 74, , 27, , 
2018/3/4, , 105, , 37, , 
2018/3/5, , 111, , 33, , 
2018/3/6, , 70, , 26, , 
2018/3/7, , 70, , 25, , 
2018/3/8, , 60, , 25, , 
2018/3/9, , 63, , 27, , 
2018/3/10, , 81, , 23, , 
2018/3/11, , 67, , 20, , 
2018/3/12, , 42, , 17, , 
2018/3/13, , 35, , 19, , 
2018/3/14, , 40, , 17, , 
2018/3/15, , 42, , 14, , 
2018/3/16, , 35, , 5, , 
2018/3/17, , 17, , 4, , 
2018/3/18, , 30, , 11, , 
2018/3/19, , 29, , 17, , 
2018/3/20, , 40, , 19, , 
2018/3/21, , 50, , 23, , 
